,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,LSTTRD_DD,EXP_DD,ELW_ULY_TP_NM,ULY_NM,LIST_SHRS,ISUR_NM,ELW_CONV_RTO,RGHT_TP_NM,ELW_EXER_TP,EXER_PRC,LP_NM,ORD_SPD_RTO,ELW_LST_SETL_METHD
2925,KRA5712EAD99,57JW13,한국투자증권(주) 주식워런트증권 제JW13호,한국JW13엘지전자풋,KOREA INVESTMENT & SECURITIES ELW JW13,2023/09/19,2024/03/14,2024/03/18,주식,LG전자,"18,200,000",한국증권,0.005,풋,유럽형,"93,300",한국증권,15,현금결제
2926,KRA5712EBD98,57JW14,한국투자증권(주) 주식워런트증권 제JW14호,한국JW14LG화학풋,KOREA INVESTMENT & SECURITIES ELW JW14,2023/09/19,2024/01/11,2024/01/15,주식,LG화학,"12,900,000",한국증권,0.001,풋,유럽형,"573,000",한국증권,15,현금결제
2927,KRA5712ECD97,57JW15,한국투자증권(주) 주식워런트증권 제JW15호,한국JW15네이버풋,KOREA INVESTMENT & SECURITIES ELW JW15,2023/09/19,2024/03/14,2024/03/18,주식,NAVER,"14,100,000",한국증권,0.002,풋,유럽형,"201,500",한국증권,15,현금결제
2928,KRA5712EED95,57JW17,한국투자증권(주) 주식워런트증권 제JW17호,한국JW17POSCO홀풋,KOREA INVESTMENT & SECURITIES ELW JW17,2023/09/19,2024/03/14,2024/03/18,주식,POSCO홀딩스,"7,100,000",한국증권,0.001,풋,유럽형,"571,000",한국증권,15,현금결제
2929,KRA5712EGD93,57JW19,한국투자증권(주) 주식워런트증권 제JW19호,한국JW19POSCO홀풋,KOREA INVESTMENT & SECURITIES ELW JW19,2023/09/19,2024/02/08,2024/02/14,주식,POSCO홀딩스,"8,800,000",한국증권,0.001,풋,유럽형,"547,000",한국증권,15,현금결제
2930,KRA5712EJD90,57JW21,한국투자증권(주) 주식워런트증권 제JW21호,한국JW21POSCO홀풋,KOREA INVESTMENT & SECURITIES ELW JW21,2023/09/19,2024/03/14,2024/03/18,주식,POSCO홀딩스,"8,300,000",한국증권,0.001,풋,유럽형,"535,000",한국증권,15,현금결제
2931,KRA5712ELD96,57JW23,한국투자증권(주) 주식워런트증권 제JW23호,한국JW23SK하이닉풋,KOREA INVESTMENT & SECURITIES ELW JW23,2023/09/19,2024/01/11,2024/01/15,주식,SK하이닉스,"12,900,000",한국증권,0.005,풋,유럽형,"118,000",한국증권,15,현금결제
2932,KRA5712EMD95,57JW24,한국투자증권(주) 주식워런트증권 제JW24호,한국JW24SK하이닉풋,KOREA INVESTMENT & SECURITIES ELW JW24,2023/09/19,2024/02/08,2024/02/14,주식,SK하이닉스,"13,400,000",한국증권,0.005,풋,유럽형,"113,000",한국증권,15,현금결제
2933,KRA5712END94,57JW25,한국투자증권(주) 주식워런트증권 제JW25호,한국JW25SK하이닉풋,KOREA INVESTMENT & SECURITIES ELW JW25,2023/09/19,2024/03/14,2024/03/18,주식,SK하이닉스,"13,700,000",한국증권,0.005,풋,유럽형,"108,500",한국증권,15,현금결제
2934,KRA5712EQD91,57JW27,한국투자증권(주) 주식워런트증권 제JW27호,한국JW27기아풋,KOREA INVESTMENT & SECURITIES ELW JW27,2023/09/19,2024/01/11,2024/01/15,주식,기아,"17,600,000",한국증권,0.01,풋,유럽형,"72,600",한국증권,15,현금결제
2935,KRA5712ERD90,57JW28,한국투자증권(주) 주식워런트증권 제JW28호,한국JW28두산에너풋,KOREA INVESTMENT & SECURITIES ELW JW28,2023/09/19,2024/01/11,2024/01/15,주식,두산에너빌리티,"6,500,000",한국증권,0.05,풋,유럽형,"15,300",한국증권,15,현금결제
2936,KRA5712ESD99,57JW29,한국투자증권(주) 주식워런트증권 제JW29호,한국JW29삼성SDI풋,KOREA INVESTMENT & SECURITIES ELW JW29,2023/09/19,2024/01/11,2024/01/15,주식,삼성SDI,"14,800,000",한국증권,0.001,풋,유럽형,"585,000",한국증권,15,현금결제
2937,KRA5712ETD98,57JW30,한국투자증권(주) 주식워런트증권 제JW30호,한국JW30삼성전기풋,KOREA INVESTMENT & SECURITIES ELW JW30,2023/09/19,2024/03/14,2024/03/18,주식,삼성전기,"11,300,000",한국증권,0.005,풋,유럽형,"134,500",한국증권,15,현금결제
2938,KRA5712EWD93,57JW32,한국투자증권(주) 주식워런트증권 제JW32호,한국JW32삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JW32,2023/09/19,2024/03/14,2024/03/18,주식,삼성전자,"12,400,000",한국증권,0.01,풋,유럽형,"67,000",한국증권,15,현금결제
2939,KRA5712EXD92,57JW33,한국투자증권(주) 주식워런트증권 제JW33호,한국JW33삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JW33,2023/09/19,2024/06/13,2024/06/17,주식,삼성전자,"10,000,000",한국증권,0.01,풋,유럽형,"67,000",한국증권,15,현금결제
2940,KRA5712EZD90,57JW35,한국투자증권(주) 주식워런트증권 제JW35호,한국JW35삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JW35,2023/09/19,2024/02/08,2024/02/14,주식,삼성전자,"19,300,000",한국증권,0.01,풋,유럽형,"62,900",한국증권,15,현금결제
2941,KRA5712F0D99,57JW36,한국투자증권(주) 주식워런트증권 제JW36호,한국JW36삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JW36,2023/09/19,2024/03/14,2024/03/18,주식,삼성전자,"19,700,000",한국증권,0.01,풋,유럽형,"61,500",한국증권,15,현금결제
2942,KRA5712F1D98,57JW37,한국투자증권(주) 주식워런트증권 제JW37호,한국JW37삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JW37,2023/09/19,2024/06/13,2024/06/17,주식,삼성전자,"14,100,000",한국증권,0.01,풋,유럽형,"61,500",한국증권,15,현금결제
2943,KRA5712F3D96,57JW39,한국투자증권(주) 주식워런트증권 제JW39호,한국JW39아모레풋,KOREA INVESTMENT & SECURITIES ELW JW39,2023/09/19,2024/01/11,2024/01/15,주식,아모레퍼시픽,"11,200,000",한국증권,0.005,풋,유럽형,"109,500",한국증권,15,현금결제
2944,KRA5712F4D95,57JW40,한국투자증권(주) 주식워런트증권 제JW40호,한국JW40카카오풋,KOREA INVESTMENT & SECURITIES ELW JW40,2023/09/19,2024/01/11,2024/01/15,주식,카카오,"13,700,000",한국증권,0.01,풋,유럽형,"46,700",한국증권,15,현금결제
2945,KRA5712F6D93,57JW42,한국투자증권(주) 주식워런트증권 제JW42호,한국JW42포스코퓨풋,KOREA INVESTMENT & SECURITIES ELW JW42,2023/09/19,2024/01/11,2024/01/15,주식,포스코퓨처엠,"11,200,000",한국증권,0.002,풋,유럽형,"432,500",한국증권,15,현금결제
2946,KRA5712F8D91,57JW44,한국투자증권(주) 주식워런트증권 제JW44호,한국JW44한국항공풋,KOREA INVESTMENT & SECURITIES ELW JW44,2023/09/19,2024/01/11,2024/01/15,주식,한국항공우주,"7,500,000",한국증권,0.02,풋,유럽형,"44,400",한국증권,15,현금결제
2947,KRA5712FCD96,57JW48,한국투자증권(주) 주식워런트증권 제JW48호,한국JW48모비스풋,KOREA INVESTMENT & SECURITIES ELW JW48,2023/09/19,2024/06/13,2024/06/17,주식,현대모비스,"12,400,000",한국증권,0.002,풋,유럽형,"230,000",한국증권,15,현금결제
2948,KRA5712FDD95,57JW49,한국투자증권(주) 주식워런트증권 제JW49호,한국JW49현대차풋,KOREA INVESTMENT & SECURITIES ELW JW49,2023/09/19,2024/01/11,2024/01/15,주식,현대차,"17,300,000",한국증권,0.005,풋,유럽형,"173,000",한국증권,15,현금결제
2949,KRA5712FFD93,57JW51,한국투자증권(주) 주식워런트증권 제JW51호,한국JW51호텔신라풋,KOREA INVESTMENT & SECURITIES ELW JW51,2023/09/19,2024/03/14,2024/03/18,주식,호텔신라,"7,000,000",한국증권,0.01,풋,유럽형,"75,000",한국증권,15,현금결제
2950,KRA5731FGD99,57JW52,한국투자증권(주) 주식워런트증권 제JW52호,한국JW52KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW52,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,600",한국증권,15,현금결제
2951,KRA5731FHD98,57JW53,한국투자증권(주) 주식워런트증권 제JW53호,한국JW53KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW53,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,550",한국증권,15,현금결제
2952,KRA5731FJD96,57JW54,한국투자증권(주) 주식워런트증권 제JW54호,한국JW54KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW54,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,500",한국증권,15,현금결제
2953,KRA5731FKD93,57JW55,한국투자증권(주) 주식워런트증권 제JW55호,한국JW55KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW55,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,450",한국증권,15,현금결제
2954,KRA5731FLD92,57JW56,한국투자증권(주) 주식워런트증권 제JW56호,한국JW56KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW56,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,400",한국증권,15,현금결제
2955,KRA5731FMD91,57JW57,한국투자증권(주) 주식워런트증권 제JW57호,한국JW57KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW57,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"1,200,000",한국증권,10.0,콜,유럽형,"1,350",한국증권,15,현금결제
2956,KRA5731FND90,57JW58,한국투자증권(주) 주식워런트증권 제JW58호,한국JW58KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW58,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"800,000",한국증권,10.0,콜,유럽형,"1,300",한국증권,15,현금결제
2957,KRA5732FPD97,57JW59,한국투자증권(주) 주식워런트증권 제JW59호,한국JW59KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW59,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"700,000",한국증권,10.0,풋,유럽형,"1,600",한국증권,15,현금결제
2958,KRA5732FQD96,57JW60,한국투자증권(주) 주식워런트증권 제JW60호,한국JW60KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW60,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"1,000,000",한국증권,10.0,풋,유럽형,"1,550",한국증권,15,현금결제
2959,KRA5732FRD95,57JW61,한국투자증권(주) 주식워런트증권 제JW61호,한국JW61KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW61,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"1,700,000",한국증권,10.0,풋,유럽형,"1,500",한국증권,15,현금결제
2960,KRA5732FSD94,57JW62,한국투자증권(주) 주식워런트증권 제JW62호,한국JW62KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW62,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,450",한국증권,15,현금결제
2961,KRA5732FTD93,57JW63,한국투자증권(주) 주식워런트증권 제JW63호,한국JW63KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW63,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,400",한국증권,15,현금결제
2962,KRA5732FVD99,57JW64,한국투자증권(주) 주식워런트증권 제JW64호,한국JW64KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW64,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,350",한국증권,15,현금결제
2963,KRA5732FWD98,57JW65,한국투자증권(주) 주식워런트증권 제JW65호,한국JW65KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW65,2023/09/19,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,300",한국증권,15,현금결제
2964,KRA5731FXD98,57JW66,한국투자증권(주) 주식워런트증권 제JW66호,한국JW66KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW66,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,600",한국증권,15,현금결제
2965,KRA5731FYD97,57JW67,한국투자증권(주) 주식워런트증권 제JW67호,한국JW67KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW67,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,550",한국증권,15,현금결제
2966,KRA5731FZD96,57JW68,한국투자증권(주) 주식워런트증권 제JW68호,한국JW68KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW68,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,500",한국증권,15,현금결제
2967,KRA5731G0D97,57JW69,한국투자증권(주) 주식워런트증권 제JW69호,한국JW69KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW69,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,450",한국증권,15,현금결제
2968,KRA5731G1D96,57JW70,한국투자증권(주) 주식워런트증권 제JW70호,한국JW70KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW70,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,400",한국증권,15,현금결제
2969,KRA5731G2D95,57JW71,한국투자증권(주) 주식워런트증권 제JW71호,한국JW71KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW71,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"1,200,000",한국증권,10.0,콜,유럽형,"1,350",한국증권,15,현금결제
2970,KRA5731G3D94,57JW72,한국투자증권(주) 주식워런트증권 제JW72호,한국JW72KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW72,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"800,000",한국증권,10.0,콜,유럽형,"1,300",한국증권,15,현금결제
2971,KRA5732G4D91,57JW73,한국투자증권(주) 주식워런트증권 제JW73호,한국JW73KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW73,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"700,000",한국증권,10.0,풋,유럽형,"1,600",한국증권,15,현금결제
2972,KRA5732G5D90,57JW74,한국투자증권(주) 주식워런트증권 제JW74호,한국JW74KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW74,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"1,000,000",한국증권,10.0,풋,유럽형,"1,550",한국증권,15,현금결제
2973,KRA5732G6D99,57JW75,한국투자증권(주) 주식워런트증권 제JW75호,한국JW75KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW75,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"1,700,000",한국증권,10.0,풋,유럽형,"1,500",한국증권,15,현금결제
2974,KRA5732G7D98,57JW76,한국투자증권(주) 주식워런트증권 제JW76호,한국JW76KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW76,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,450",한국증권,15,현금결제
2975,KRA5732G8D97,57JW77,한국투자증권(주) 주식워런트증권 제JW77호,한국JW77KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW77,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,400",한국증권,15,현금결제
2976,KRA5732G9D96,57JW78,한국투자증권(주) 주식워런트증권 제JW78호,한국JW78KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW78,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,350",한국증권,15,현금결제
2977,KRA5732GAD93,57JW79,한국투자증권(주) 주식워런트증권 제JW79호,한국JW79KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW79,2023/09/19,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,300",한국증권,15,현금결제
2978,KRA5731GBD93,57JW80,한국투자증권(주) 주식워런트증권 제JW80호,한국JW80KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW80,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,600",한국증권,15,현금결제
2979,KRA5731GCD92,57JW81,한국투자증권(주) 주식워런트증권 제JW81호,한국JW81KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW81,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,550",한국증권,15,현금결제
2980,KRA5731GDD91,57JW82,한국투자증권(주) 주식워런트증권 제JW82호,한국JW82KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW82,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,500",한국증권,15,현금결제
2981,KRA5731GED90,57JW83,한국투자증권(주) 주식워런트증권 제JW83호,한국JW83KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW83,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,450",한국증권,15,현금결제
2982,KRA5731GFD99,57JW84,한국투자증권(주) 주식워런트증권 제JW84호,한국JW84KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW84,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,400",한국증권,15,현금결제
2983,KRA5731GGD98,57JW85,한국투자증권(주) 주식워런트증권 제JW85호,한국JW85KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW85,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"1,200,000",한국증권,10.0,콜,유럽형,"1,350",한국증권,15,현금결제
2984,KRA5731GHD97,57JW86,한국투자증권(주) 주식워런트증권 제JW86호,한국JW86KOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JW86,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"800,000",한국증권,10.0,콜,유럽형,"1,300",한국증권,15,현금결제
2985,KRA5732GJD94,57JW87,한국투자증권(주) 주식워런트증권 제JW87호,한국JW87KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW87,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"700,000",한국증권,10.0,풋,유럽형,"1,600",한국증권,15,현금결제
2986,KRA5732GKD91,57JW88,한국투자증권(주) 주식워런트증권 제JW88호,한국JW88KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW88,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"1,000,000",한국증권,10.0,풋,유럽형,"1,550",한국증권,15,현금결제
2987,KRA5732GLD90,57JW89,한국투자증권(주) 주식워런트증권 제JW89호,한국JW89KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW89,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"1,700,000",한국증권,10.0,풋,유럽형,"1,500",한국증권,15,현금결제
2988,KRA5732GMD99,57JW90,한국투자증권(주) 주식워런트증권 제JW90호,한국JW90KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW90,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,450",한국증권,15,현금결제
2989,KRA5732GND98,57JW91,한국투자증권(주) 주식워런트증권 제JW91호,한국JW91KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW91,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,400",한국증권,15,현금결제
2990,KRA5732GPD96,57JW92,한국투자증권(주) 주식워런트증권 제JW92호,한국JW92KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW92,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,350",한국증권,15,현금결제
2991,KRA5732GQD95,57JW93,한국투자증권(주) 주식워런트증권 제JW93호,한국JW93KOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JW93,2023/09/19,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,300",한국증권,15,현금결제
2992,KRA5731GZD95,57JX01,한국투자증권(주) 주식워런트증권 제JX01호,한국JX01KOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JX01,2023/09/19,2024/01/11,2024/01/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,330,한국증권,15,현금결제
