,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,LSTTRD_DD,EXP_DD,ELW_ULY_TP_NM,ULY_NM,LIST_SHRS,ISUR_NM,ELW_CONV_RTO,RGHT_TP_NM,ELW_EXER_TP,EXER_PRC,LP_NM,ORD_SPD_RTO,ELW_LST_SETL_METHD
1576,KRA5711ATD44,57J985,한국투자증권(주) 주식워런트증권 제J985호,한국J985삼성전자콜,KOREA INVESTMENT & SECURITIES ELW J985,2023/04/19,2024/03/14,2024/03/18,주식,삼성전자,"16,700,000",한국증권,0.01,콜,유럽형,"67,200",한국증권,15,현금결제
1577,KRA5711AVD40,57J986,한국투자증권(주) 주식워런트증권 제J986호,한국J986삼성전자콜,KOREA INVESTMENT & SECURITIES ELW J986,2023/04/19,2024/02/08,2024/02/14,주식,삼성전자,"14,500,000",한국증권,0.01,콜,유럽형,"65,700",한국증권,15,현금결제
1578,KRA5711AZD46,57J990,한국투자증권(주) 주식워런트증권 제J990호,한국J990삼성전자콜,KOREA INVESTMENT & SECURITIES ELW J990,2023/04/19,2024/03/14,2024/03/18,주식,삼성전자,"12,200,000",한국증권,0.01,콜,유럽형,"63,000",한국증권,15,현금결제
1579,KRA5711B1D40,57J992,한국투자증권(주) 주식워런트증권 제J992호,한국J992삼성전자콜,KOREA INVESTMENT & SECURITIES ELW J992,2023/04/19,2024/03/14,2024/03/18,주식,삼성전자,"12,000,000",한국증권,0.01,콜,유럽형,"60,500",한국증권,15,현금결제
1580,KRA5711B4D47,57J995,한국투자증권(주) 주식워런트증권 제J995호,한국J995삼성전자콜,KOREA INVESTMENT & SECURITIES ELW J995,2023/04/19,2024/03/14,2024/03/18,주식,삼성전자,"9,200,000",한국증권,0.01,콜,유럽형,"57,000",한국증권,15,현금결제
1581,KRA5711B6D45,57J997,한국투자증권(주) 주식워런트증권 제J997호,한국J997삼성전자콜,KOREA INVESTMENT & SECURITIES ELW J997,2023/04/19,2024/03/14,2024/03/18,주식,삼성전자,"8,800,000",한국증권,0.01,콜,유럽형,"56,000",한국증권,15,현금결제
1582,KRA5711B7D44,57J998,한국투자증권(주) 주식워런트증권 제J998호,한국J998삼성전자콜,KOREA INVESTMENT & SECURITIES ELW J998,2023/04/19,2024/03/14,2024/03/18,주식,삼성전자,"8,500,000",한국증권,0.01,콜,유럽형,"55,000",한국증권,15,현금결제
1583,KRA5711BAD44,57JA01,한국투자증권(주) 주식워런트증권 제JA01호,한국JA01셀트리온콜,KOREA INVESTMENT & SECURITIES ELW JA01,2023/04/19,2024/03/14,2024/03/18,주식,셀트리온,"6,400,000",한국증권,0.005,콜,유럽형,"160,000",한국증권,15,현금결제
1584,KRA5711BCD42,57JA03,한국투자증권(주) 주식워런트증권 제JA03호,한국JA03신한지주콜,KOREA INVESTMENT & SECURITIES ELW JA03,2023/04/19,2024/03/14,2024/03/18,주식,신한지주,"7,900,000",한국증권,0.02,콜,유럽형,"41,100",한국증권,15,현금결제
1585,KRA5711BFD49,57JA06,한국투자증권(주) 주식워런트증권 제JA06호,한국JA06신한지주콜,KOREA INVESTMENT & SECURITIES ELW JA06,2023/04/19,2024/03/14,2024/03/18,주식,신한지주,"6,500,000",한국증권,0.02,콜,유럽형,"37,000",한국증권,15,현금결제
1586,KRA5711BKD42,57JA10,한국투자증권(주) 주식워런트증권 제JA10호,한국JA10신한지주콜,KOREA INVESTMENT & SECURITIES ELW JA10,2023/04/19,2024/03/14,2024/03/18,주식,신한지주,"5,000,000",한국증권,0.02,콜,유럽형,"30,000",한국증권,15,현금결제
1587,KRA5711BZD45,57JA23,한국투자증권(주) 주식워런트증권 제JA23호,한국JA23카카오콜,KOREA INVESTMENT & SECURITIES ELW JA23,2023/04/19,2024/03/14,2024/03/18,주식,카카오,"6,900,000",한국증권,0.01,콜,유럽형,"67,700",한국증권,15,현금결제
1588,KRA5711C4D45,57JA28,한국투자증권(주) 주식워런트증권 제JA28호,한국JA28카카오콜,KOREA INVESTMENT & SECURITIES ELW JA28,2023/04/19,2024/03/14,2024/03/18,주식,카카오,"5,500,000",한국증권,0.01,콜,유럽형,"61,000",한국증권,15,현금결제
1589,KRA5711C8D41,57JA32,한국투자증권(주) 주식워런트증권 제JA32호,한국JA32카카오콜,KOREA INVESTMENT & SECURITIES ELW JA32,2023/04/19,2024/03/14,2024/03/18,주식,카카오,"5,000,000",한국증권,0.01,콜,유럽형,"50,000",한국증권,15,현금결제
1590,KRA5711CMD49,57JA45,한국투자증권(주) 주식워런트증권 제JA45호,한국JA45한국전력콜,KOREA INVESTMENT & SECURITIES ELW JA45,2023/04/19,2024/03/14,2024/03/18,주식,한국전력,"5,000,000",한국증권,0.05,콜,유럽형,"19,000",한국증권,15,현금결제
1591,KRA5711CSD43,57JA50,한국투자증권(주) 주식워런트증권 제JA50호,한국JA50현대건설콜,KOREA INVESTMENT & SECURITIES ELW JA50,2023/04/19,2024/03/14,2024/03/18,주식,현대건설,"5,300,000",한국증권,0.02,콜,유럽형,"40,000",한국증권,15,현금결제
1592,KRA5711CXD46,57JA54,한국투자증권(주) 주식워런트증권 제JA54호,한국JA54모비스콜,KOREA INVESTMENT & SECURITIES ELW JA54,2023/04/19,2024/03/14,2024/03/18,주식,현대모비스,"14,100,000",한국증권,0.002,콜,유럽형,"230,000",한국증권,15,현금결제
1593,KRA5711CZD44,57JA56,한국투자증권(주) 주식워런트증권 제JA56호,한국JA56모비스콜,KOREA INVESTMENT & SECURITIES ELW JA56,2023/04/19,2024/03/14,2024/03/18,주식,현대모비스,"10,600,000",한국증권,0.002,콜,유럽형,"200,000",한국증권,15,현금결제
1594,KRA5711D2D45,57JA59,한국투자증권(주) 주식워런트증권 제JA59호,한국JA59현대차콜,KOREA INVESTMENT & SECURITIES ELW JA59,2023/04/19,2024/03/14,2024/03/18,주식,현대차,"8,600,000",한국증권,0.005,콜,유럽형,"195,500",한국증권,15,현금결제
1595,KRA5711D7D40,57JA64,한국투자증권(주) 주식워런트증권 제JA64호,한국JA64현대차콜,KOREA INVESTMENT & SECURITIES ELW JA64,2023/04/19,2024/03/14,2024/03/18,주식,현대차,"5,000,000",한국증권,0.005,콜,유럽형,"150,000",한국증권,15,현금결제
1596,KRA5712DND46,57JA79,한국투자증권(주) 주식워런트증권 제JA79호,한국JA79네이버풋,KOREA INVESTMENT & SECURITIES ELW JA79,2023/04/19,2024/03/14,2024/03/18,주식,NAVER,"12,000,000",한국증권,0.002,풋,유럽형,"185,000",한국증권,15,현금결제
1597,KRA5712E4D49,57JA94,한국투자증권(주) 주식워런트증권 제JA94호,한국JA94삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JA94,2023/04/19,2024/03/14,2024/03/18,주식,삼성전자,"6,200,000",한국증권,0.01,풋,유럽형,"70,000",한국증권,15,현금결제
1598,KRA5712E7D46,57JA97,한국투자증권(주) 주식워런트증권 제JA97호,한국JA97삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JA97,2023/04/19,2024/03/14,2024/03/18,주식,삼성전자,"8,700,000",한국증권,0.01,풋,유럽형,"63,000",한국증권,15,현금결제
1599,KRA5712E9D44,57JA99,한국투자증권(주) 주식워런트증권 제JA99호,한국JA99삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JA99,2023/04/19,2024/03/14,2024/03/18,주식,삼성전자,"14,800,000",한국증권,0.01,풋,유럽형,"54,500",한국증권,15,현금결제
1600,KRA5712E9DA8,57JAAA,한국투자증권(주) 주식워런트증권 제JAAA호,한국JAAA기아풋,KOREA INVESTMENT & SECURITIES ELW JAAA,2023/10/18,2024/02/08,2024/02/14,주식,기아,"8,700,000",한국증권,0.01,풋,유럽형,"81,000",한국증권,15,현금결제
1601,KRA5712EADA7,57JAAB,한국투자증권(주) 주식워런트증권 제JAAB호,한국JAAB기아풋,KOREA INVESTMENT & SECURITIES ELW JAAB,2023/10/18,2024/03/14,2024/03/18,주식,기아,"10,000,000",한국증권,0.01,풋,유럽형,"76,300",한국증권,15,현금결제
1602,KRA5712EBDA5,57JAAC,한국투자증권(주) 주식워런트증권 제JAAC호,한국JAAC기아풋,KOREA INVESTMENT & SECURITIES ELW JAAC,2023/10/18,2024/03/14,2024/03/18,주식,기아,"14,500,000",한국증권,0.01,풋,유럽형,"70,100",한국증권,15,현금결제
1603,KRA5712ECDA3,57JAAD,한국투자증권(주) 주식워런트증권 제JAAD호,한국JAAD두산밥캣풋,KOREA INVESTMENT & SECURITIES ELW JAAD,2023/10/18,2024/01/11,2024/01/15,주식,두산밥캣,"18,200,000",한국증권,0.01,풋,유럽형,"47,700",한국증권,15,현금결제
1604,KRA5712EDDA1,57JAAE,한국투자증권(주) 주식워런트증권 제JAAE호,한국JAAE두산에너풋,KOREA INVESTMENT & SECURITIES ELW JAAE,2023/10/18,2024/03/14,2024/03/18,주식,두산에너빌리티,"6,000,000",한국증권,0.05,풋,유럽형,"15,200",한국증권,15,현금결제
1605,KRA5712EEDA9,57JAAF,한국투자증권(주) 주식워런트증권 제JAAF호,한국JAAF메리츠금풋,KOREA INVESTMENT & SECURITIES ELW JAAF,2023/10/18,2024/03/14,2024/03/18,주식,메리츠금융지주,"10,000,000",한국증권,0.01,풋,유럽형,"49,500",한국증권,15,현금결제
1606,KRA5712EFDA6,57JAAG,한국투자증권(주) 주식워런트증권 제JAAG호,한국JAAG삼성SDI풋,KOREA INVESTMENT & SECURITIES ELW JAAG,2023/10/18,2024/02/08,2024/02/14,주식,삼성SDI,"17,000,000",한국증권,0.001,풋,유럽형,"531,000",한국증권,15,현금결제
1607,KRA5712EGDA4,57JAAH,한국투자증권(주) 주식워런트증권 제JAAH호,한국JAAH삼성전기풋,KOREA INVESTMENT & SECURITIES ELW JAAH,2023/10/18,2024/03/14,2024/03/18,주식,삼성전기,"14,500,000",한국증권,0.005,풋,유럽형,"125,500",한국증권,15,현금결제
1608,KRA5712EHDA2,57JAAJ,한국투자증권(주) 주식워런트증권 제JAAJ호,한국JAAJ삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JAAJ,2023/10/18,2024/02/08,2024/02/14,주식,삼성전자,"12,400,000",한국증권,0.01,풋,유럽형,"71,800",한국증권,15,현금결제
1609,KRA5712EJDA8,57JAAK,한국투자증권(주) 주식워런트증권 제JAAK호,한국JAAK삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JAAK,2023/10/18,2024/02/08,2024/02/14,주식,삼성전자,"15,700,000",한국증권,0.01,풋,유럽형,"68,900",한국증권,15,현금결제
1610,KRA5712EKDA6,57JAAL,한국투자증권(주) 주식워런트증권 제JAAL호,한국JAAL삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JAAL,2023/10/18,2024/01/11,2024/01/15,주식,삼성전자,"20,900,000",한국증권,0.01,풋,유럽형,"67,500",한국증권,15,현금결제
1611,KRA5712ELDA4,57JAAM,한국투자증권(주) 주식워런트증권 제JAAM호,한국JAAM삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JAAM,2023/10/18,2024/04/11,2024/04/15,주식,삼성전자,"13,700,000",한국증권,0.01,풋,유럽형,"67,500",한국증권,15,현금결제
1612,KRA5712EMDA2,57JAAN,한국투자증권(주) 주식워런트증권 제JAAN호,한국JAAN삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JAAN,2023/10/18,2024/01/11,2024/01/15,주식,삼성전자,"27,800,000",한국증권,0.01,풋,유럽형,"64,700",한국증권,15,현금결제
1613,KRA5712ENDA0,57JAAP,한국투자증권(주) 주식워런트증권 제JAAP호,한국JAAP삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JAAP,2023/10/18,2024/04/11,2024/04/15,주식,삼성전자,"23,900,000",한국증권,0.01,풋,유럽형,"63,300",한국증권,15,현금결제
1614,KRA5712EPDA5,57JAAQ,한국투자증권(주) 주식워런트증권 제JAAQ호,한국JAAQ삼성전자풋,KOREA INVESTMENT & SECURITIES ELW JAAQ,2023/10/18,2024/06/13,2024/06/17,주식,삼성전자,"17,300,000",한국증권,0.01,풋,유럽형,"63,300",한국증권,15,현금결제
1615,KRA5712EQDA3,57JAAR,한국투자증권(주) 주식워런트증권 제JAAR호,한국JAAR셀트리온풋,KOREA INVESTMENT & SECURITIES ELW JAAR,2023/10/18,2024/02/08,2024/02/14,주식,셀트리온,"16,200,000",한국증권,0.005,풋,유럽형,"133,000",한국증권,15,현금결제
1616,KRA5712ERDA1,57JAAS,한국투자증권(주) 주식워런트증권 제JAAS호,한국JAAS신한지주풋,KOREA INVESTMENT & SECURITIES ELW JAAS,2023/10/18,2024/03/14,2024/03/18,주식,신한지주,"9,500,000",한국증권,0.02,풋,유럽형,"34,400",한국증권,15,현금결제
1617,KRA5712ESDA9,57JAAT,한국투자증권(주) 주식워런트증권 제JAAT호,한국JAAT아모레풋,KOREA INVESTMENT & SECURITIES ELW JAAT,2023/10/18,2024/02/08,2024/02/14,주식,아모레퍼시픽,"9,400,000",한국증권,0.005,풋,유럽형,"120,000",한국증권,15,현금결제
1618,KRA5712ETDA7,57JAAV,한국투자증권(주) 주식워런트증권 제JAAV호,한국JAAVNC소프트풋,KOREA INVESTMENT & SECURITIES ELW JAAV,2023/10/18,2024/03/14,2024/03/18,주식,엔씨소프트,"12,700,000",한국증권,0.002,풋,유럽형,"220,500",한국증권,15,현금결제
1619,KRA5712EVDA3,57JAAW,한국투자증권(주) 주식워런트증권 제JAAW호,한국JAAW포스DX풋,KOREA INVESTMENT & SECURITIES ELW JAAW,2023/10/18,2024/01/11,2024/01/15,주식,포스코DX,"6,700,000",한국증권,0.01,풋,유럽형,"54,700",한국증권,15,현금결제
1620,KRA5712EWDA1,57JAAX,한국투자증권(주) 주식워런트증권 제JAAX호,한국JAAX포스코퓨풋,KOREA INVESTMENT & SECURITIES ELW JAAX,2023/10/18,2024/01/11,2024/01/15,주식,포스코퓨처엠,"6,600,000",한국증권,0.002,풋,유럽형,"376,500",한국증권,15,현금결제
1621,KRA5712EXDA9,57JAAY,한국투자증권(주) 주식워런트증권 제JAAY호,한국JAAY하나금융풋,KOREA INVESTMENT & SECURITIES ELW JAAY,2023/10/18,2024/06/13,2024/06/17,주식,하나금융지주,"6,600,000",한국증권,0.02,풋,유럽형,"36,200",한국증권,15,현금결제
1622,KRA5712EYDA7,57JAAZ,한국투자증권(주) 주식워런트증권 제JAAZ호,한국JAAZ하이브풋,KOREA INVESTMENT & SECURITIES ELW JAAZ,2023/10/18,2024/03/14,2024/03/18,주식,하이브,"11,300,000",한국증권,0.002,풋,유럽형,"221,000",한국증권,15,현금결제
1623,KRA5712EZDA4,57JABA,한국투자증권(주) 주식워런트증권 제JABA호,한국JABA한국전력풋,KOREA INVESTMENT & SECURITIES ELW JABA,2023/10/18,2024/03/14,2024/03/18,주식,한국전력,"8,000,000",한국증권,0.05,풋,유럽형,"17,000",한국증권,15,현금결제
1624,KRA5712F0DA6,57JABB,한국투자증권(주) 주식워런트증권 제JABB호,한국JABB한국항공풋,KOREA INVESTMENT & SECURITIES ELW JABB,2023/10/18,2024/03/14,2024/03/18,주식,한국항공우주,"14,100,000",한국증권,0.01,풋,유럽형,"45,300",한국증권,15,현금결제
1625,KRA5712F1DA4,57JABC,한국투자증권(주) 주식워런트증권 제JABC호,한국JABC한화솔루풋,KOREA INVESTMENT & SECURITIES ELW JABC,2023/10/18,2024/01/11,2024/01/15,주식,한화솔루션,"12,900,000",한국증권,0.02,풋,유럽형,"30,100",한국증권,15,현금결제
1626,KRA5712F2DA2,57JABD,한국투자증권(주) 주식워런트증권 제JABD호,한국JABD한화에어풋,KOREA INVESTMENT & SECURITIES ELW JABD,2023/10/18,2024/01/11,2024/01/15,주식,한화에어로스페이스,"14,500,000",한국증권,0.005,풋,유럽형,"106,000",한국증권,15,현금결제
1627,KRA5712F3DA0,57JABE,한국투자증권(주) 주식워런트증권 제JABE호,한국JABE현대로템풋,KOREA INVESTMENT & SECURITIES ELW JABE,2023/10/18,2024/03/14,2024/03/18,주식,현대로템,"10,500,000",한국증권,0.02,풋,유럽형,"27,700",한국증권,15,현금결제
1628,KRA5712F4DA8,57JABF,한국투자증권(주) 주식워런트증권 제JABF호,한국JABF모비스풋,KOREA INVESTMENT & SECURITIES ELW JABF,2023/10/18,2024/03/14,2024/03/18,주식,현대모비스,"12,700,000",한국증권,0.002,풋,유럽형,"250,000",한국증권,15,현금결제
1629,KRA5712F5DA5,57JABG,한국투자증권(주) 주식워런트증권 제JABG호,한국JABG현대차풋,KOREA INVESTMENT & SECURITIES ELW JABG,2023/10/18,2024/03/14,2024/03/18,주식,현대차,"8,700,000",한국증권,0.005,풋,유럽형,"186,000",한국증권,15,현금결제
1630,KRA5712F6DA3,57JABH,한국투자증권(주) 주식워런트증권 제JABH호,한국JABH현대차풋,KOREA INVESTMENT & SECURITIES ELW JABH,2023/10/18,2024/03/14,2024/03/18,주식,현대차,"11,700,000",한국증권,0.005,풋,유럽형,"175,000",한국증권,15,현금결제
1631,KRA5712F7DA1,57JABJ,한국투자증권(주) 주식워런트증권 제JABJ호,한국JABJ현대차풋,KOREA INVESTMENT & SECURITIES ELW JABJ,2023/10/18,2024/06/13,2024/06/17,주식,현대차,"10,700,000",한국증권,0.005,풋,유럽형,"167,500",한국증권,15,현금결제
1632,KRA5731F8DA6,57JABK,한국투자증권(주) 주식워런트증권 제JABK호,한국JABKKOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JABK,2023/10/18,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,250",한국증권,15,현금결제
1633,KRA5731F9DA4,57JABL,한국투자증권(주) 주식워런트증권 제JABL호,한국JABLKOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JABL,2023/10/18,2024/01/11,2024/01/15,주가지수,코스닥 150,"1,700,000",한국증권,10.0,콜,유럽형,"1,200",한국증권,15,현금결제
1634,KRA5731FADA4,57JABM,한국투자증권(주) 주식워런트증권 제JABM호,한국JABMKOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JABM,2023/10/18,2024/01/11,2024/01/15,주가지수,코스닥 150,"1,100,000",한국증권,10.0,콜,유럽형,"1,150",한국증권,15,현금결제
1635,KRA5732FBDA0,57JABN,한국투자증권(주) 주식워런트증권 제JABN호,한국JABNKOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JABN,2023/10/18,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,250",한국증권,15,현금결제
1636,KRA5732FCDA8,57JABP,한국투자증권(주) 주식워런트증권 제JABP호,한국JABPKOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JABP,2023/10/18,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,200",한국증권,15,현금결제
1637,KRA5732FDDA6,57JABQ,한국투자증권(주) 주식워런트증권 제JABQ호,한국JABQKOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JABQ,2023/10/18,2024/01/11,2024/01/15,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,150",한국증권,15,현금결제
1638,KRA5731FEDA6,57JABR,한국투자증권(주) 주식워런트증권 제JABR호,한국JABRKOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JABR,2023/10/18,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,250",한국증권,15,현금결제
1639,KRA5731FFDA3,57JABS,한국투자증권(주) 주식워런트증권 제JABS호,한국JABSKOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JABS,2023/10/18,2024/02/08,2024/02/14,주가지수,코스닥 150,"1,700,000",한국증권,10.0,콜,유럽형,"1,200",한국증권,15,현금결제
1640,KRA5731FGDA1,57JABT,한국투자증권(주) 주식워런트증권 제JABT호,한국JABTKOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JABT,2023/10/18,2024/02/08,2024/02/14,주가지수,코스닥 150,"1,100,000",한국증권,10.0,콜,유럽형,"1,150",한국증권,15,현금결제
1641,KRA5732FHDA7,57JABV,한국투자증권(주) 주식워런트증권 제JABV호,한국JABVKOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JABV,2023/10/18,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,250",한국증권,15,현금결제
1642,KRA5732FJDA3,57JABW,한국투자증권(주) 주식워런트증권 제JABW호,한국JABWKOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JABW,2023/10/18,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,200",한국증권,15,현금결제
1643,KRA5732FKDA1,57JABX,한국투자증권(주) 주식워런트증권 제JABX호,한국JABXKOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JABX,2023/10/18,2024/02/08,2024/02/14,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,150",한국증권,15,현금결제
1644,KRA5731FLDA1,57JABY,한국투자증권(주) 주식워런트증권 제JABY호,한국JABYKOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JABY,2023/10/18,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,콜,유럽형,"1,250",한국증권,15,현금결제
1645,KRA5731FMDA9,57JABZ,한국투자증권(주) 주식워런트증권 제JABZ호,한국JABZKOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JABZ,2023/10/18,2024/03/14,2024/03/18,주가지수,코스닥 150,"1,700,000",한국증권,10.0,콜,유럽형,"1,200",한국증권,15,현금결제
1646,KRA5731FNDA7,57JACA,한국투자증권(주) 주식워런트증권 제JACA호,한국JACAKOSDAQ150콜,KOREA INVESTMENT & SECURITIES ELW JACA,2023/10/18,2024/03/14,2024/03/18,주가지수,코스닥 150,"1,100,000",한국증권,10.0,콜,유럽형,"1,150",한국증권,15,현금결제
1647,KRA5732FPDA0,57JACB,한국투자증권(주) 주식워런트증권 제JACB호,한국JACBKOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JACB,2023/10/18,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,250",한국증권,15,현금결제
1648,KRA5732FQDA8,57JACC,한국투자증권(주) 주식워런트증권 제JACC호,한국JACCKOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JACC,2023/10/18,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,200",한국증권,15,현금결제
1649,KRA5732FRDA6,57JACD,한국투자증권(주) 주식워런트증권 제JACD호,한국JACDKOSDAQ150풋,KOREA INVESTMENT & SECURITIES ELW JACD,2023/10/18,2024/03/14,2024/03/18,주가지수,코스닥 150,"2,000,000",한국증권,10.0,풋,유럽형,"1,150",한국증권,15,현금결제
1650,KRA5731FSDA6,57JACE,한국투자증권(주) 주식워런트증권 제JACE호,한국JACEKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACE,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,300,한국증권,15,현금결제
1651,KRA5731FTDA4,57JACF,한국투자증권(주) 주식워런트증권 제JACF호,한국JACFKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACF,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,298,한국증권,15,현금결제
1652,KRA5731FVDA0,57JACG,한국투자증권(주) 주식워런트증권 제JACG호,한국JACGKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACG,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,295,한국증권,15,현금결제
1653,KRA5731FWDA8,57JACH,한국투자증권(주) 주식워런트증권 제JACH호,한국JACHKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACH,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,292,한국증권,15,현금결제
1654,KRA5731FXDA6,57JACJ,한국투자증권(주) 주식워런트증권 제JACJ호,한국JACJKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACJ,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,290,한국증권,15,현금결제
1655,KRA5731FYDA4,57JACK,한국투자증권(주) 주식워런트증권 제JACK호,한국JACKKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACK,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,288,한국증권,15,현금결제
1656,KRA5731FZDA1,57JACL,한국투자증권(주) 주식워런트증권 제JACL호,한국JACLKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACL,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"7,000,000",한국증권,100.0,콜,유럽형,285,한국증권,15,현금결제
1657,KRA5731G0DA2,57JACM,한국투자증권(주) 주식워런트증권 제JACM호,한국JACMKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACM,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"7,000,000",한국증권,100.0,콜,유럽형,280,한국증권,15,현금결제
1658,KRA5731G1DA0,57JACN,한국투자증권(주) 주식워런트증권 제JACN호,한국JACNKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACN,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"7,000,000",한국증권,100.0,콜,유럽형,275,한국증권,15,현금결제
1659,KRA5732G2DA7,57JACP,한국투자증권(주) 주식워런트증권 제JACP호,한국JACPKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JACP,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"10,000,000",한국증권,100.0,풋,유럽형,295,한국증권,15,현금결제
1660,KRA5732G3DA5,57JACQ,한국투자증권(주) 주식워런트증권 제JACQ호,한국JACQKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JACQ,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,292,한국증권,15,현금결제
1661,KRA5732G4DA3,57JACR,한국투자증권(주) 주식워런트증권 제JACR호,한국JACRKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JACR,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,풋,유럽형,290,한국증권,15,현금결제
1662,KRA5732G5DA0,57JACS,한국투자증권(주) 주식워런트증권 제JACS호,한국JACSKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JACS,2023/10/18,2024/01/11,2024/01/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,풋,유럽형,288,한국증권,15,현금결제
1663,KRA5731G6DA9,57JACT,한국투자증권(주) 주식워런트증권 제JACT호,한국JACTKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACT,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,325,한국증권,15,현금결제
1664,KRA5731G7DA7,57JACV,한국투자증권(주) 주식워런트증권 제JACV호,한국JACVKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACV,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,322,한국증권,15,현금결제
1665,KRA5731G8DA5,57JACW,한국투자증권(주) 주식워런트증권 제JACW호,한국JACWKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACW,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,320,한국증권,15,현금결제
