short_code,full_code,codeName,marketCode,marketName,marketEngName,ord1,ord2
344860,KR7344860002,이노진,KSQ,코스닥,KOSDAQ,,16
246960,KR7246960009,이노테라피,KSQ,코스닥,KOSDAQ,,16
088390,KR7088390000,이녹스,KSQ,코스닥,KOSDAQ,,16
272290,KR7272290008,이녹스첨단소재,KSQ,코스닥,KOSDAQ GLOBAL,,16
053350,KR7053350005,이니텍,KSQ,코스닥,KOSDAQ,,16
041520,KR7041520008,이라이콤,KSQ,코스닥,KOSDAQ,,16
264850,KR7264850009,이랜시스,KSQ,코스닥,KOSDAQ,,16
054210,KR7054210000,이랜텍,KSQ,코스닥,KOSDAQ,,16
164060,KR7164060006,이루다,KSQ,코스닥,KOSDAQ,,16
065440,KR7065440000,이루온,KSQ,코스닥,KOSDAQ,,16
088260,KR7088260005,이리츠코크렙,STK,유가증권,KOSPI,,16
139480,KR7139480008,이마트,STK,유가증권,KOSPI,,16
115610,KR7115610008,이미지스,KSQ,코스닥,KOSDAQ,,16
078020,KR7078020005,이베스트투자증권,KSQ,코스닥,KOSDAQ,,16
131400,KR7131400004,이브이첨단소재,KSQ,코스닥,KOSDAQ,,16
419700,KR7419700000,이브이파킹서비스,KNX,코넥스,KONEX,,16
208850,KR7208850008,이비테크,KNX,코넥스,KONEX,,16
351330,KR7351330006,이삭엔지니어링,KSQ,코스닥,KOSDAQ,,16
080010,KR7080010002,이상네트웍스,KSQ,코스닥,KOSDAQ,,16
